TEMPLATE ID,TEMPLATE NAME,TYPE,STATUS,TEMPLATE MESSAGE,CONSENT TYPE
'1507160317747929581',BPNMS,Service-Explicit,Active,Hey! Save up to 35% off on hypotension & hypertension meds + Up to 63% off on blood pressure monitors on Netmeds. Code:BPNMS. TCA. Shop @ http://nms-rx.com/O24,Explicit
'1507160317742404963',ANENMS,Service-Explicit,Active,"Have you found iron, man? Save up to 35% on Anemia meds + Up to 75% off on health foods on Netmeds. Code: ANENMS. TCA. Shop @ http://nms-rx.com/O23",Explicit
'1507160317733147152',BCNMS,Service-Explicit,Active,Save up to 35% off on blood clot meds + Get up to 76% off on Ayurvedic supplements on Netmeds. Use code: BCNMS TCA. Shop @ http://nms-rx.com/O22,Explicit
'1507160317728454775',Flatnms offer,Service-Explicit,Active,Hey there! Use code FLATNMS and save up to 35% off on stomach care meds. Get up to 18% off on discomfort relief meds on Netmeds. TCA. Shop: http://nms-rx.com/O20,Explicit
'1507160312164688003',Oct-21,Service-Explicit,Active,#NetmedsNavratriOffer: Get guaranteed cashback + Up to 40% off on meds. Use code 9NMS on orders above Rs. 750. TCA. http://nms-rx.com/OCT21OFF,Explicit
'1507160312145820025',Oct-20,Service-Explicit,Active,A healthy pet puja! Save up to 35% off on stomach care meds + Get up to 18% off on discomfort relief meds on Netmeds. TCA. Shop @ http://nms-rx.com/O20,Explicit
'1507160283678681142',Day 8 Navratri,Service-Explicit,Active,"No pain, more gain! Save up to 35% off on pain relief meds + Get up to 28% off on pain relief essentials on Netmeds. TCA. Shop @ http://nms-rx.com/O25",Explicit
'1507160283676091924',Day 7 Navratri,Service-Explicit,Active,Hey! Save up to 35% off on hypotension & hypertension meds + Get up to 63% off on blood pressure monitors on Netmeds. TCA. Shop @ http://nms-rx.com/O24,Explicit
'1507160283672531337',Day 6 Navratri,Service-Explicit,Active,"Have you found iron, man? Save up to 35% off on Anemia meds + Get up to 75% off on health foods & drinks on Netmeds. TCA. Shop @ http://nms-rx.com/O23",Explicit
'1507160283668687539',Day 5 Navratri,Service-Explicit,Active,Catch the price drop! Save up to 35% off on blood clot meds + Get up to 76% off on Ayurvedic supplements on Netmeds. TCA. Shop @ http://nms-rx.com/O22,Explicit
'1507160283546230017',Day 4 Navratri,Service-Explicit,Active,A healthy pet puja! Save up to 35% off on pressure meds + Get up to 18% off on discomfort relief meds on Netmeds. TCA. Shop @ http://nms-rx.com/O20,Explicit
'1507160283542945801',Day 3 Navratri,Service-Explicit,Active,"Listen to your heart, okay? Save up to 35% off on heart meds + Get up to 63% off on cardiac care essentials on Netmeds. TCA. Shop @ http://nms-rx.com/O19",Explicit
'1507160283537556654',Day 2 Navratri,Service-Explicit,Active,Sugar-free savings! Save up to 35% on diabetes meds + save up to 65% on blood glucose monitors on Netmeds. TCA. Shop @ http://nms-rx.com/O18,Explicit
'1507160276304287388',Diagnostics Oct 16,Service-Explicit,Active,"Get Flat 66% off on Netmeds Swasthya @ Rs. 1099. Full body checkup including Diabetes, Vitamins, Thyroid, Iron Deficiency & more. Book @ http://nms-rx.com/OFF66",Explicit
'1507160259583487419',Oct14 for Reliance,Service-Explicit,Active,This #NetmedsT20DayOffer ends TODAY. Use NMST20 for 20% off on meds + 20% NMS SuperCash + Cashback. Min. order: Rs. 750. TCA. Shop: http://nms-rx.com/NMST20,Explicit
'1507160259580910213',NMSSUPER30 1,Service-Explicit,Active,Save of the season! Get 15% off on meds + 15% NMS SuperCash on Netmeds.com. Use code NMSSUPER30. MOV: Rs.750 TCA. Shop now @ {#var#},Explicit
'1507160259578366610',Netmeds 100,Service-Explicit,Active,Score the perfect century with Netmeds.com! Add your products and use code NETMEDS100 for 100% NMS SuperCash. TCA. Claim offer @ {#var#},Explicit
'1507160259575909350',meds to do list,Service-Explicit,Active,Hey! Is buying meds on your to-do list? Order your meds from home on Netmeds.com and get up to 40% off. TCA. Shop @  {#var#},Explicit
'1507160259573467876',diagnostics 1,Service-Explicit,Active,Hello! Your doctor has suggested some diagnostic tests. Get supersaver deals on those tests at Netmeds.com. TCA. Book @ {#var#},Explicit
'1507160259569905479',NMST201,Service-Explicit,Active,Check out with your Netmeds.com cart to get flat 20% off on meds + 20% NMS SuperCash. Use code NMST20. Min order: Rs. 750. TCA. {#var#},Explicit
'1507160259567045725',Savenms 3,Service-Explicit,Active,Always the best price for you! Use code SAVENMS & get flat 15% off + 25% NMS SuperCash on Netmeds.com. TCA. Shop now @ {#var#},Explicit
'1507160259564457484',NMSNEW283,Service-Explicit,Active,"Netmeds.com Rule #1: You want it, you get it! Use NMSNEW28 & get flat 18% off + 10% NMS SuperCash. TCA. Shop now @ {#var#}",Explicit
'1507160259561044985',NMSNEW282,Service-Explicit,Active,Netmeds First-ival Perks! Use NMSNEW28 for 18% off on meds + 10% NMS SuperCash on 1st Netmeds.com order. T&C* Shop now @ {#var#},Explicit
'1507160259554293546',Savenms oct,Service-Explicit,Active,Complete your Netmeds.com order & get 15% off on meds + 25% NMS SuperCash. Use code: SAVENMS. MOV: Rs. 1250. TCA. Shop @ {#var#},Explicit
'1507160259550079980',Netmeds first,Service-Explicit,Active,The Netmeds First-ival continues! Use NMSNEW28 for 18% off + 10% NMS SuperCash on your 1st Netmeds.com order. TCA.  Shop @ {#var#},Explicit
'1507160259539986956',Come back 2,Service-Explicit,Active,Come back? :( Complete your Netmeds.com order & pay via select payment partners to earn cashback up to Rs. 300. TCA. Shop @ {#var#},Explicit
'1507160259536463072',Come back 1,Service-Explicit,Active,Come back? :( Complete your Netmeds.com order & pay via select payment partners to enjoy super savings. TCA. Shop @ {#var#},Explicit
'1507160259533270424',oct 14th Cart,Service-Explicit,Active,#NetmedsT20DayOffer: Flat 20% off on meds + 20% NMS SuperCash. Use code NMST20 on Netmeds.com. MOV: Rs. 750. TCA. Shop @ {#var#},Explicit
'1507160259529259431',Oct 14th Offer,Service-Explicit,Active,It's T20 Day on Netmeds.com. Use NMST20 for 20% off on meds + 20% NMS SuperCash + Cashback. MOV: Rs. 750. TCA. Shop @ http://nms-rx.com/NMST20,Explicit
'1507160251054108882',NMSSUPER30 Cart SMS,Service-Explicit,Active,Save of the season! Get 15% off on meds + 15% NMS SuperCash (Max. Rs 1000) on Netmeds. Use code NMSSUPER30. MOV: Rs. 750 T&C* Shop now @ {#var#},Explicit
'1507160225663410535',Netmeds100 Product Viewed,Service-Explicit,Active,Score the perfect century with Netmeds! Add your products and use code NETMEDS100 for 100% NMS SuperCash. TCA. Claim offer @ {#var#},Explicit
'1507160223551793297',Consultation Not Pur Meds,Service-Explicit,Active,Hey there you have one more item to strike off of your to-do list. Order your meds on Netmeds and get Up to 40% off. Order Now {#var#},Explicit
'1507160223545280719',Diagnostics journey sep,Service-Explicit,Active,Hey there your doctor has suggested diagnostic tests for you. Book on Netmeds for the best price. Book Now! {#var#},Explicit
'1507160223537282521',NMST20 Offer Cart SMS,Service-Explicit,Active,Order meds at #NetmedsT20Day to get flat 20% off on meds + 20% NMS SuperCash. Use NMST20. Min order: Rs. 750. TCA. {#var#},Explicit
'1507160223532300472',NMST20 Offer SMS,Service-Explicit,Active,#NetmedsT20Day: Use NMST20 for 20% off on meds + 20% NMS SuperCash + Cashback. MOV: Rs. 750. TCA. Shop @ http://nms-rx.com/NMST20,Explicit
'1507160196501903641',Diagnostic Oct,Service-Explicit,Active,Advanced care & Maximum savings on Netmeds.  Get up to 70% off on Aarogyam 1.3 package. 90 tests only @ Rs. 1299. Book now @ https://nms-rx.com/90TESTS,Explicit
'1507160196487639215',Oct 7th - NMSFPS Offer,Service-Explicit,Active,#ForgetFullPriceOffer: Use NMSFPS for 20% off on meds + 20% NMS SuperCash + Cashback on Netmeds. T&C* Shop now @ http://nms-rx.com/7OCTOFF,Explicit
'1507160190898048221',NMST20 Cart SMS,Service-Explicit,Active,Check out with your cart to get flat 20% off on meds + 20% NMS SuperCash. Use NMST20 Min order: Rs. 750. T&C* {#var#},Explicit
'1507160190886911131',NMSFPS OCT 7TH OFFER,Service-Explicit,Active,Order meds at Netmeds #ForgetFullPriceSale to get flat 20% off on meds + 20% NMS SuperCash. Use NMSFPS  Min order: Rs. 750. T&C* Shop now http://nms-rx.com/OFF7thOCT,Explicit
'1507160155255755984',Oct 2nd Diagnostics SMS,Service-Explicit,Active,#GandhiJayantiSpecial! Netmeds C (Advanced Health Checkup + COVID Antibody IGG) at up to 63% off for Rs. 1499. Book @ http://nms-rx.com/60TESTS,Explicit
'1507160135696206746',Sep 30th Wed Offer SMS,Service-Explicit,Active,#GoodHwealthDay: Use NMSDEAL for 20% off on meds + 20% NMS SuperCash on Netmeds. T&C* Shop now @ http://nms-rx.com/30SEPOFF,Explicit
'1007540709355542967',Wednesday Offer Sep 9,--,Active,#Savings&SafetyGuaranteed: Use NMSSSG for 20% off on meds + 20% NMS SuperCash + Cashback (up to Rs. 300) on Netmeds. T&C* Shop now @ http://nms-rx.com/SEP9OFF,--
'1507160103708425675',Diagnostics Upto 80 OFF,Service-Explicit,Active,Netmeds #MonthEndDeal Alert! Up to 80% off on all tests & packages + Additional 10% NMS SuperCash. Tests starting from Rs. 99. Book @ http://nms-rx.com/diag,Explicit
'1507160094850617205',Variant 2 Month End SMS,Service-Explicit,Active,"Let's start over, shall we? We've added Rs. 75 NMS Cash to your Netmeds wallet. Shop using your NMS Cash before {#var#}. Shop: http://nms-rx.com/Rs75",Explicit
'1507160094845837173',Variant 3 Month End SMS -1,Service-Explicit,Active,"Let's start over, shall we? We've added Rs. 75 NMS Cash to your Netmeds wallet. Avail NMS Cash before {#var#} on {#var#}. Shop: http://nms-rx.com/Rs75",Explicit
'1507160094837101428',Variant 3 Month End SMS,Service-Explicit,Active,"Let''s start over, shall we? We''ve added Rs. 75 NMS Cash to your Netmeds wallet. Avail NMS Cash before {#var#} on {#var#}. Shop: http://nms-rx.com/Rs75",Explicit
'1507160094811362881',Variant 1 Month End SMS,Service-Explicit,Active,Just checkin' up on an old friend. We've credited Rs. 75 NMS Cash in your Netmeds wallet. You can only use it TODAY to buy meds at http://nms-rx.com/Rs75,Explicit
'1507160094805746561',Covid GT Diagnostics,Service-Explicit,Active,Your health is your responsibility. Book a COVID Antibody GT Profile @ Rs. 1200 and use code NETMEDS30 to get 30% off. Book @ http://nms-rx.com/COVIDTEST,Explicit
'1507160094801324066',Aarogyam B Diagnostics,Service-Explicit,Active,"Aarogyam B is back for Rs. 699 + Use code NETMEDS20 for 20% off. Diabetes, Liver, Lipid & Thyroid Profile (56 tests) Book: http://nms-rx.com/56TESTS",Explicit
'1507160040637263617',Sep 23rd Wed Offer SMS,Service-Explicit,Active,#GoodHwealthDay: Use NMSDEAL for 20% off on meds + 20% NMS SuperCash on Netmeds. T&C* Shop now @ http://nms-rx.com/SEP23OFF,Explicit
'1507160040632204605',Diagnostics COVID test - Sep 2020,Service-Explicit,Active,#CovidUpdate: Book COVID Antibody Test for Rs. 750 on Netmeds. Use Code NETMEDS20 and enjoy an extra 20% off. Book Now. T&C. https://nms-rx.com/COVID,Explicit
'1507160017407934005',Sep 16th Wed Offer SMS 2,Service-Explicit,Active,#GoodHwealthDay: Use NMSDEAL for 20% off on meds + 20% NMS SuperCash on Netmeds. T&C* Shop now @ http://nms-rx.com/NMSDEAL,Explicit
'1507160016238134497',Sep 16th Offer Cart Aban,Service-Explicit,Active,Check out with your cart to get flat 20% off on meds + 20% NMS SuperCash. Use NMSDEAL  Min order: Rs. 750. T&C* {#var#},Explicit
'1507160016217889030',Sep 16th Wednesday Offer,Service-Explicit,Active,#GoodHwealthDay: Use NMSDEAL for 20% off on meds + 20% NMS SuperCash + Cashback (up to Rs. 300) on Netmeds. T&C* Shop now @ http://nms-rx.com/NMSDEAL,Explicit
'1507160008704314501',Zee5 Winner - Reminder -2,Service-Explicit,Active,Your FREE ZEE5 subscription voucher code: {#var#} from Netmeds expires tomorrow. Head to Zee5 and activate your subscription for uninterrupted entertainment! https://nms-rx.com/code,Explicit
'1507160008666035565',Zee5 Winner - Reminder,Service-Explicit,Active,Your FREE ZEE5 subscription voucher from Netmeds expires tomorrow. Head to Zee5 and activate your subscription for uninterrupted entertainment! https://nms-rx.com/code,Explicit
'1507159974315732043',ArogyamSep,Service-Explicit,Active,Avail the #AarogyamAdditionalAdvantage! Up to 80% off on all the Aarogyam packages + extra 20% off with code NETMEDS20. Book now @ https://nms-rx.com/UPTO80,Explicit
'1507159974309074764',Super30sep,Service-Explicit,Active,Save of the season! Get 15% off on meds + 15% NMS SuperCash (Max. Rs 3000) on Netmeds. Use code NMSSUPER30. MOV: Rs. 750 T&C* Shop now @ {#var#},Explicit
'1507159957069671474',Sep 9 offer,Service-Explicit,Active,#Savings&SafetyGuaranteed: Use NMSSSG for 20% off on meds + 20% NMS SuperCash + Cashback (up to Rs. 300) on Netmeds. T&C* Shop now @ http://nms-rx.com/SEP9OFF,Explicit
'1507159913435847923',Diagnostics SMS Campaign Sep,Service-Explicit,Active,Get flat 50% off on Anandham A package including 30 tests. Book now for Rs. 599 and use code NETMEDS20 for extra 20% off. http://nms-rx.com/DISC50,Explicit
'1507159913431136438',Existing Customer Product Viewed Journey,Service-Explicit,Active,Always the best price for you! Use code SAVENMS & get flat 15% off + 25% NMS SuperCash on Netmeds. TCA. Shop now @ {#var#},Explicit
'1507159913425769212',New Customer Product Viewed Journey,Service-Explicit,Active,"Netmeds Rule #1: You want it, you get it! Use NMSNEW28 & get flat 18% off + 10% NMS SuperCash. TCA. Shop now @ {#var#}",Explicit
'1507159895939201872',Wednesday offer Sep 1,Service-Explicit,Active,#Savings&SafetyGuaranteed: Use NMSSSG for 20% off on meds + 20% NMS SuperCash + Cashback (up to Rs. 300) on Netmeds. T&C* Shop now @ http://nms-rx.com/SEP2OFF,Explicit
'1507159895933999914',Zee5 Winner,Service-Explicit,Active,"Hey {#var#}, CONGRATULATIONS! You have won a 6 month subscription for ZEE5 ! Your ZEE5 subscription code is {#var#}. Avail code on ZEE5 & get 6 months ZEE5 membership FREE. T&C Apply. https://nms-rx.com/code",Explicit
'1507159861650818411',NMSLUCKY Aug 29-1,Service-Explicit,Active,Time is running out! Get 20% off on meds + 30% NMS SuperCash. Use code: NMSLUCKY on Netmeds. Min order: Rs 750. Ends TODAY. TCA. Shop @ http://nms-rx.com/lucky,Explicit
'1507159860961572378',NMSLUCKY Aug 29,Service-Explicit,Active,Time is running out! Get 20% off on meds + 30% NMS SuperCash. Use code: NMSLUCKY on Netmeds. Min order: Rs 750. Ends TODAY. Shop Now. T&C. T&C. http://nms-rx.com/lucky,Explicit
'1507159860956970552',NMSTODAY Campaign,Service-Explicit,Active,TGIF 'cause this code is valid ONLY TODAY! Use NMSTODAY on Netmeds to get flat 20% off on orders above Rs. 1250. TCA. Shop @ http://nms-rx.com/nmstoday,Explicit
'1507159852681616289',Diagnostics SMS Campaign,Service-Explicit,Active,Get up to 80% off on all health packages. Use code PACKAGE10 to get an extra 10% off. Book on Netmeds now! T&C http://nms-rx.com/OFF80,Explicit
'1507159852678356353',New Users SMS campaign,Service-Explicit,Active,Join the Netmeds First-ival! Use NMSNEW28 for 18% off on meds + 10% NMS SuperCash (Max. Rs 3000) on your 1st order. T&C* Shop now @ http://nms-rx.com/NEW,Explicit
'1507159852675166709',Purchased Users SMS campaign,Service-Explicit,Active,Good news: Get 20% off on meds + 30% NMS SuperCash. Use code: NMSLUCKY on Netmeds. Min order: Rs 750. Ends in 48 hrs. Shop Now. T&C. http://nms-rx.com/lucky,Explicit
'1507159834558235229',Aug 25 offer,Service-Explicit,Active,#Savings&SafetyGuaranteed: Use NMSSSG for 20% off on meds + 20% NMS SuperCash + Cashback (up to Rs. 300) on Netmeds. T&C* Shop now @ https://nms-rx.com/OFF40,Explicit
'1507159834554786991',Cart Aban Aug25,Service-Explicit,Active,"Stay home, stay safe, order meds and get flat 20% off on meds + 20% NMS SuperCash. Use NMSSSG  Min order: Rs. 750. T&C* {#var#}",Explicit
'1507159798580382380',COVID Antibody,Service-Explicit,Active,#CovidUpdate: Book COVID Antibody Test for Rs. 600 on Netmeds. Use Code NETMEDS20 and enjoy an extra 20% off. Book Now. T&C. https://nms-rx.com/COVIDtest,Explicit
'1507159775975504467',Wednesday offer with variable,Service-Explicit,Active,#ForgetFullPriceOffer: Use NMSFPS for 20% off on meds + 20% NMS SuperCash + Cashback (up to Rs. 300) on Netmeds. T&C* Shop now @ {#var#},Explicit
'1507159775970903552',Wednesday,Service-Explicit,Active,#ForgetFullPriceOffer: Use NMSFPS for 20% off on meds + 20% NMS SuperCash + Cashback (up to Rs. 300) on Netmeds. T&C* Shop now @ https://nms-rx.com/NMSFPS,Explicit
'1507159715106420123',Cart Aban - FWSC100,Service-Explicit,Active,#FreedomWeek: Checkout with your cart & get 100% NMS SuperCash on orders above Rs. 500 on Netmeds. Code: FWSC100. T&C Apply. {#var#},Explicit
'1507159715100916145',Cart Aban - NMSFREEDOM,Service-Explicit,Active,Order meds at the Netmeds #FreedomWeekSale to get flat 20% off on meds + 20% NMS SuperCash. Use NMSFREEDOM  Min order: Rs. 750. T&C* {#var#},Explicit
'1507159715086282270',Independence Day,Service-Explicit,Active,"#FreedomWeekSale: Discount, free shipping, cashback and whole lot of savings. Don't miss out. Head to Netmeds now! T&C https://nms-rx.com/junpt",Explicit
'1507159653613919706',NMSFPS Offer link 4,Service-Explicit,Active,#ForgetFullPriceOffer: Use NMSFPS for 20% off on meds + 20% NMS SuperCash + Cashback (up to Rs. 300) on Netmeds. T&C* Shop now @ https://nms-rx.com/junrtt,Explicit
'1507159653603286604',NMSFPS Offer Link 3,Service-Explicit,Active,#ForgetFullPriceOffer: Use NMSFPS for 20% off on meds + 20% NMS SuperCash + Cashback (up to Rs. 300) on Netmeds. T&C* Shop now @ https://nms-rx.com/junrt,Explicit
'1507159653597759423',NMSFPS Offer Link 2,Service-Explicit,Active,#ForgetFullPriceOffer: Use NMSFPS for 20% off on meds + 20% NMS SuperCash + Cashback (up to Rs. 300) on Netmeds. T&C* Shop now @ https://nms-rx.com/junptt,Explicit
'1507159653574820345',Add to cart,Service-Explicit,Active,Order meds at Netmeds #ForgetFullPriceSale to get flat 20% off on meds + 20% NMS SuperCash. Use NMSFPS  Min order: Rs. 750. T&C* {#var#},Explicit
'1107159617441307435',doctornotreach,Service-Implicit,Active,Hi! Our doctor was not able to reach on your number regarding your Netmeds Order {#var#}. We will call you again shortly or you can contact our customer care.,Implicit
'1107159617537687023',orderdeliveredsoon,Service-Implicit,Active,"Netmeds.com: Your order {#var#} will be delivered soon by the courier service. For any questions, please call our Customer Service number {#var#}.",Implicit
'1107159617551444896',requploadprescription,Service-Implicit,Active,"Netmeds.com {#var#}: Thank you for your valued order. Please upload your prescription, so that we can process your order quickly.",Implicit
'1107159617569546832',partoutofdelivery,Service-Implicit,Active,"Netmeds.com {#var#}: Part {#var#} of your order is out for delivery. To track your order status, log on to your Netmeds Account.",Implicit
'1107159617582619204',ordercompletelydelivered,Service-Implicit,Active,Netmeds.com {#var#}: Your order has been completely delivered. We look forward to serving you soon. Thank you for choosing Netmeds.com.,Implicit
'1507159622041366224',downloadappsms,Service-Implicit,Active,Download Netmeds to get 15% off on meds + 25% NMS SuperCash. Use code: SAVENMS T&C* http://nms.care/NMS_App,Implicit
'1507159622025689837',unable to reach you,Service-Implicit,Active,{#var#}: We have some queries regarding your order & are unable to reach you. Kindly call us back on [TOLLFREE] at the earliest so we can process your order faster.,Implicit
'1507159622001320926',netmedsfirst,Service-Implicit,Active,"Welcome to Netmeds First, your first step towards a healthy future! Shop now and enjoy all the special deals and discounts we are offering just for you! Know more: {#var#}",Implicit
'1507159621992757196',orderconfirmation,Service-Implicit,Active,Hi! Your Netmeds order {#var#} has been successfully placed & is being reviewed. We will notify you when your cart is ready. Reach us at 7200712345 or cs@netmeds.com https://www.netmeds.com/home,Implicit
'1507159621986602760',CashonDeliverypayment,Service-Implicit,Active,Hi! Thanks for confirming your order! Your Netmeds order {#var#} will be shipped soon. Please note that you have chosen Cash on Delivery as payment method. Track order: {#var#} Reach us at 7200712345 or cs@netmeds.com,Implicit
'1507159621977959369',drconsultation,Service-Implicit,Active,Netmeds.com {#var#}: We received your prescription and just wanted to let you know one of the doctors' networks we work with will be contacting you to verify some item(s) on the prescription.,Implicit
'1507159621970890277',25NetmedsCashback,Service-Implicit,Active,Netmeds.com: Your 25% Netmeds Cashback amount of Rs. {#var#} has been credited to your Netmeds e-Wallet. This cashback will expire 31 days from today,Implicit
'1507159621950106603',waitingpayment,Service-Implicit,Active,Hi! Your Netmeds order {#var#} is waiting to be processed! Click here to modify/pay: {#var#} Reach us at 7200712345 or cs@netmeds.com,Implicit
'1507159621931483576',approvedpharmacist,Service-Implicit,Active,Netmeds.com {#var#}: Your prescription has been approved by our pharmacist. We will notify you with further progress on your order. You can also check the status of your order by logging into your Netmeds.com account.,Implicit
'1507159621914403717',CashDeliverypayment,Service-Implicit,Active,Hi! Your Netmeds order {#var#} will be shipped soon. You have chosen Cash on Delivery as your payment method. Track order: {#var#} Reach us at 7200712345 or cs@netmeds.com,Implicit
'1507159621901320828',uploadyourprescription,Service-Implicit,Active,"Netmeds.com {#var#}: Thank you for your valued order. Please upload your prescription, so that we can process your order quickly.",Implicit
'1507159621891995745',paymentreceived,Service-Implicit,Active,"Hi! Thank you, payment has been received for your Netmeds order {#var#}. Your products will be shipped soon. Track order: {#var#} Reach us at 7200712345 or cs@netmeds.com",Implicit
'1507159621879975791',loginotp1,Service-Implicit,Active,"{#var#} is your One-Time Password, valid for 30 minutes only. Please do not share your OTP with anyone. Thank you for shopping at Netmeds.com./",Implicit
'1507159621869373202',prescriptionready,Service-Implicit,Active,"Hi {#var#}, your prescription from Netmeds is ready. Please check your email to access the prescription.",Implicit
'1507159621859776219',orderscuccess1,Service-Implicit,Active,Hi! Your Netmeds order {#var#} has been placed successfully & is being processed. Track order: {#var#} Reach us at 7200712345 or cs@netmeds.com,Implicit
'1507159621842026408',orderplaced,Service-Explicit,Active,"Hi {#var#}, Thank you for using Netmeds. Your order has been successfully placed. For any query call {#var#}.",Explicit
'1507159621833711902',doctorreplied,Service-Implicit,Active,"Hi {#var#}, Netmeds doctor has replied to your query on chat. Please go on the Netmeds app to view the reply",Implicit
'1507159621825156759',5unlimitedcashback,Service-Implicit,Active,Netmeds.com: The 5% unlimited Netmeds cashback amount of Rs. {#var#} has been credited to your Netmeds e-Wallet. This cashback will expire 31 days from today.,Implicit
'1507159621810332218',refillpaymentreceived,Service-Implicit,Active,"Hi! Thank you, payment has been received for your Netmeds refill {#var#}. Your products will be shipped soon. Track order: {#var#} Reach us at 7200712345 or cs@netmeds.com",Implicit
'1507159619555712057',NMSNew28-2,Service-Explicit,Active,The Netmeds First-ival is still ON.Use NMSNEW28 for 18% off + 10% NMS SuperCash on your 1st Netmeds order. T&C* Shop now @  {#var#},Explicit
'1507159619547558331',SaveNMS,Service-Explicit,Active,Checkout with your cart & get Flat 15% off on meds + 25% NMS SuperCash. Use SAVENMS on orders above Rs. 1250. T&C*  {#var#},Explicit
'1507159592856811729',delivered order sms,Service-Implicit,Active,Hi! Your Netmeds order {#var#} has been placed successfully & is being processed. Please note that you have chosen Cash on Delivery as payment method. Track order: {#var#} Reach us at 7200712345 or cs@netmeds.com,Implicit
'1507159592828734117',login OTP,Service-Implicit,Active,"{#var#} is your One-Time Password, valid for 10 minutes only. Please do not share your OTP with anyone. Thank you for shopping at Netmeds.com",Implicit
'1507159541809337590',Wellnessdays -2,Service-Explicit,Active,#SuperWellnessdayOffer: Use NMSSWD for 20% off on meds + 20% NMS SuperCash + Cashback (up to Rs. 300) on Netmeds. T&C* Shop now @  https://nms-rx.com/junrt,Explicit
'1507159541793199010',Wellnessdays -1,Service-Explicit,Active,Shop for meds on Super Wellnessdays at Flat 20% off on meds + 20% NMS SuperCash. Use NMSSWD on orders above Rs. 750 on Netmeds. T&C*  https://nms-rx.com/junrt,Explicit
'1507159541781877258',NMSSUPER30 Offer,Service-Explicit,Active,Save of the season! Get 15% off on meds + 15% NMS SuperCash (Max. Rs 3000) on Netmeds. Use code NMSSUPER30. MOV: Rs. 750 T&C* Shop now @ https://nms-rx.com/junrt,Explicit
'1507159541769048165',NMSNEW28 Offer,Service-Explicit,Active,The Netmeds First-ival is still ON.Use NMSNEW28 for 18% off  + 10% NMS SuperCash on your 1st Netmeds order. T&C* Shop now @  https://nms-rx.com/junrt,Explicit
'1507159541748190783',Payment Partner - 1 with Link,Service-Explicit,Active,Come back? :( Complete your Netmeds order & Pay via select payment partners & earn max. Rs.300 cashback. Shop Now *T&C apply.{#var#},Explicit
'1507159541740068794',Payment Partner - 2 with link,Service-Explicit,Active,Come back? :( Complete your Netmeds order & Pay via select payment partners & enjoy super savings. Shop Now *T&C apply.{#var#},Explicit
'1507159541702319297',NMSFPS Offer,Service-Explicit,Active,#ForgetFullPriceOffer: Use NMSFPS for 20% off on meds + 20% NMS SuperCash + Cashback (up to Rs. 300) on Netmeds. T&C* Shop now @ https://nms-rx.com/junpt,Explicit
'1507159541688263311',Payment Partner - 1,Service-Explicit,Active,Come back? :( Complete your Netmeds order & Pay via select payment partners & earn max. Rs.300 cashback. Shop Now *T&C apply.,Explicit
