circle,coupon,id,missedcalldate,msisdn,operator,vmn
TN,64491506,,2021-03-17 16:15:58,ef364ec340e04efa4c98cba01861f016,AIRTEL,9008866666
918777,58855326,,2021-03-17 16:16:05,0931e20eff7a0b75e1382b389ae715bd,TATA,7303658515
Karnataka,64497940,,2021-03-17 16:16:09,fc2a9a5e2abed4564ee57eadcfbba38b,AIRCEL,9008866666
MP,58832971,,2021-03-17 16:16:24,c03b6feaf7f8e8462093f0c52222d2a0,Idea,7303658515
Delhi,58812454,,2021-03-17 16:16:24,c1ce521a023356c1951dd2e4d3b460ac,AIRTEL,7303658515
Maharashtra,64489129,,2021-03-17 16:16:29,3068f0a5551bf073dc444a2606ffa00e,IDEA,9008866666
Delhi,,,2021-03-17 16:16:31,e19ebd839d6f6b1d4db7bca5e9d6f94d,VODAFONE,9008866666
Delhi,64489997,,2021-03-17 16:16:35,215fd3fb4ac970d89d4437a4410841a7,VODAFONE,9008866666
Delhi,,,2021-03-17 16:16:40,e19ebd839d6f6b1d4db7bca5e9d6f94d,VODAFONE,9008866666
Punjab,58817756,,2021-03-17 16:17:04,0cae6fce789bc19a585d9feede544f7f,AIRTEL,7303658515
Gujarat,64496962,,2021-03-17 16:17:06,afb937ae446084e7fcb51cb6d570b786,RTL,9008866666
Karnataka,64499607,,2021-03-17 16:17:06,ff51a38e90e484409532c57f97e6d2e9,RELIANCE,9008866666
UP-W,58858535,,2021-03-17 16:17:22,59e934abac1da7eaca6cfaf9886c5be5,IDEA,7303658515
Karnataka,64494294,,2021-03-17 16:17:47,9a2561d97cd0888098edd8a87f828958,AIRTEL,9008866666
MAHARASHTRA,58852242,,2021-03-17 16:17:51,7e8d4fea4d3921911d36cc57c2e6be01,RELIANCE,7303658515
Delhi,58801753,,2021-03-17 16:18:41,07752093409b831261eb985f69594cb8,IDEA,7303658515
NE,58796865,,2021-03-17 16:18:53,133178cfd86eac791597849172473312,UNINOR,7303658515
Punjab,58799685,,2021-03-17 16:19:19,b99a56007f22b004c1824ae2029286a4,VODAFONE,7303658515
Maharashtra,58871087,,2021-03-17 16:19:23,1c7d227a896485279031ca2211d332ad,IDEA,7303658515
Maharashtra,58802700,,2021-03-17 16:19:25,08281783c4de11a899fd3f8bfa9564f9,IDEA,7303658515
MP,58767961,,2021-03-17 16:19:26,006e68c399bb3f937b0860359ed471d9,AIRTEL,7303658515
Maharashtra,58751587,,2021-03-17 16:19:27,afe01699898151d24b89cad4ab94d739,RELIANCE,7303658515
Maharashtra,64481506,,2021-03-17 16:19:28,ba079c590c53b0062a220deb8a04eb27,TATA,9008866666
Karnataka,64494623,,2021-03-17 16:19:35,b1d562238fb20159c7281270b48117e6,Airtel,9008866666
Maharashtra,,,2021-03-17 16:19:40,ba079c590c53b0062a220deb8a04eb27,TATA,9008866666
Mumbai,58865919,,2021-03-17 16:20:21,b6fec24c28a1c11cde491c78a50cac60,RELIANCE,7303658515
UP-E,64489339,,2021-03-17 16:20:21,bebb5aa6fe475ae7add544f6aade392f,RELIANCE,9008866666
Gujarat,,,2021-03-17 16:20:31,07921e186a0faa4b648b3430e954097d,RELIANCE,9008866666
Maharashtra,58845609,,2021-03-17 16:21:23,e6bccd55584cb466fbb3d74342b4fbf2,RTL,7303658515
GUJARAT,,,2021-03-17 16:21:25,b2cde6183299d9ae2bc2e9bb0e3266b9,RELIANCE,9008866666
Punjab,,,2021-03-17 16:21:38,b99a56007f22b004c1824ae2029286a4,VODAFONE,7303658515
917977,58851263,,2021-03-17 16:21:51,d22581447bed8eac40796ce9c2193356,TATA,7303658515
Maharashtra,64488958,,2021-03-17 16:21:54,430654831cf213035fdf8d2bf3cce6e9,AIRTEL,9008866666
TN,,,2021-03-17 16:21:59,5172cece35b48b5f58f5f9e83549c164,AIRTEL,9008866666
Gujarat,64499342,,2021-03-17 16:22:16,ee8397bd0867181591c92fefecb7ab4c,Reliance,9008866666
Mumbai,58857097,,2021-03-17 16:22:32,39216491c495301d05cd6b4ebebd17ac,Reliance,7303658515
Maharashtra,58861008,,2021-03-17 16:22:56,2e5ce8278251b115bc0cca94cd1f2f73,RTL,7303658515
Gujarat,,,2021-03-17 16:23:00,1e281a9b54599efb3f9ffdc732ea011c,Airtel,9008866666
Delhi,58789239,,2021-03-17 16:23:02,cc85504d7510ba3c7bc5aada9bdbab1e,AIRTEL,7303658515
Maharashtra,58836619,,2021-03-17 16:23:04,5f592bb6ac3c1db71b44157b74d1278d,AIRTEL,7303658515
Mumbai,58791809,,2021-03-17 16:23:18,ee3e67ad73dda584bdf08ebde4278af1,AIRTEL,7303658515
UP-W,64494953,,2021-03-17 16:24:07,355cb829ae5c275eb0ba867458c5cabd,UNINOR,9008866666
WB,58836828,,2021-03-17 16:24:07,678e41aadf8e8c5d19ae2a2047d94e76,Vodafone,7303658515
916290,58845650,,2021-03-17 16:24:10,d014bfab4d9f8b2bfc2e1fd84327dd18,TATA,7303658515
Gujarat,,,2021-03-17 16:24:28,c8a802f7eaeb9acef4b0f8c727fcc8a7,IDEA,9008866666
Maharashtra,,,2021-03-17 16:24:43,b7aaecebb259493453c1eb823bcce902,RELIANCE,7303658515
916305,64498508,,2021-03-17 16:25:02,6480fdd108929ce8848b9c86811f0004,TATA,9008866666
WB,58857423,,2021-03-17 16:25:07,6c27cd772952b6cbdb9c0d80e92db2e6,Vodafone,7303658515
Maharashtra,,,2021-03-17 16:25:07,e15e7220540f3c36153b70b0227eb8c8,IDEA,7303658515
Karnataka,64498920,,2021-03-17 16:25:09,f08261d2e281636311f05084bf74b1d9,AIRTEL,9008866666
Karnataka,,,2021-03-17 16:25:26,f08261d2e281636311f05084bf74b1d9,AIRTEL,9008866666
Karnataka,64452823,,2021-03-17 16:26:09,3b3aa408c158d8e37b7afe0e39bced12,Reliance,9008866666
Delhi,64498108,,2021-03-17 16:26:12,0892c27adfe7eed82163c94a83b7b50d,IDEA,9008866666
Maharashtra,,,2021-03-17 16:26:14,22c76137c276ba5d58864dfa1b785dd6,TATA,7303658515
Gujarat,64501294,,2021-03-17 16:26:34,f5f1e460bc798579307192126901a9d9,IDEA,9008866666
UP-W,64498878,,2021-03-17 16:26:50,26a4009b26b79bd1c1dd2f0ed08849a8,AIRTEL,9008866666
UP-W,,,2021-03-17 16:27:02,26a4009b26b79bd1c1dd2f0ed08849a8,AIRTEL,9008866666
Maharashtra,58878838,,2021-03-17 16:27:13,dc24858baec40843785776ea12838ba1,Reliance,7303658515
916239,58837833,,2021-03-17 16:28:10,50ab3e1f2f8bff7f9db71017bb86ceba,TATA,7303658515
Gujarat,64494392,,2021-03-17 16:28:38,13e4976876e558283e2dfc0e37d0c27c,MTS,9008866666
Maharashtra,58839515,,2021-03-17 16:28:51,063ff1beb4850c30ffe75a436bf58d18,IDEA,7303658515
Maharashtra,58847576,,2021-03-17 16:29:02,67a5778233e6fe163ca48b3f4ef16c24,TATA,7303658515
Maharashtra,64500064,,2021-03-17 16:29:03,063ff1beb4850c30ffe75a436bf58d18,IDEA,9008866666
Rajasthan,58872433,,2021-03-17 16:29:05,f49bbc5f0328e89fc6fd7eec6855697e,MTS,7303658515
AP,64497563,,2021-03-17 16:29:13,61104e71884d07af0b0ded821dbbb7b0,Idea,9008866666
Mumbai,58856576,,2021-03-17 16:29:45,608398e73ca825952f6b9e52b39a421e,Reliance,7303658515
Maharashtra,58866289,,2021-03-17 16:29:52,ef7c78882b7a3b22fec02b13f4e10d5f,Reliance,7303658515
Delhi,58886378,,2021-03-17 16:30:06,ebc4c6fd698aafcc9cff1907d293bad0,VODAFONE,7303658515
Mumbai,58828348,,2021-03-17 16:30:16,c81dede5ba4aa36b15c3b9611087384c,ETISALAT,7303658515
Assam,58876266,,2021-03-17 16:30:23,ab650cf58fb11e9d04e8c7b75626edc0,AIRTEL,7303658515
Karnataka,64502268,,2021-03-17 16:30:23,6ac940d19d11364a4876d831af379732,Airtel,9008866666
Karnataka,,,2021-03-17 16:30:48,6a689ade245c73619335f1d863e8c5c0,AIRTEL,9008866666
Maharashtra,58887040,,2021-03-17 16:31:34,6bd93a95a0573bc432f325e1615136a8,VODAFONE,7303658515
UP-W,58825690,,2021-03-17 16:32:07,82bb19ff066611b76befb4c07fbe0037,Videocon,7303658515
Mumbai,,,2021-03-17 16:32:12,1218fc5c635d652b2be1203ae73a5966,Idea,7303658515
DELHI,64500632,,2021-03-17 16:33:12,5e22f341372ba84e30963245bb7bc409,RELIANCE,9008866666
Gujarat,64502472,,2021-03-17 16:33:20,c5acc20fb01ee76b792986bb3046263e,AIRTEL,9008866666
Maharashtra,58858825,,2021-03-17 16:33:24,407aa1b3026950c9537698cf25af35c2,RELIANCE,7303658515
Delhi,58870065,,2021-03-17 16:33:48,1f5fbc8a1d7741f65fe4482d36512def,AIRTEL,7303658515
Maharashtra,58867588,,2021-03-17 16:33:51,86d030c7dd90825486679a040e2e5a7e,Idea,7303658515
916393,64496231,,2021-03-17 16:34:01,5bdfe2719c706a58f585384a953debd3,TATA,9008866666
Delhi,,,2021-03-17 16:34:12,1f2b9670c1275a91bac5de2d17723154,Reliance,9008866666
Maharashtra,64492103,,2021-03-17 16:34:19,86d030c7dd90825486679a040e2e5a7e,Idea,9008866666
Karnataka,,,2021-03-17 16:34:24,9dcf000f9fb758faf6a0606c3715f797,RTL,9008866666
Mumbai,58864557,,2021-03-17 16:34:29,d0a84577a85cd351416b42893208be9d,Airtel,7303658515
UP-E,64491278,,2021-03-17 16:34:37,5e279d7d418b7854a0e89a61719a5fa3,VODAFONE,9008866666
917210,64494983,,2021-03-17 16:34:49,8f1d52586a1d0f58befe6ac695c3cfce,TATA,9008866666
Delhi,,,2021-03-17 16:34:53,91603058a2cfa0b9b922aff2d5c70ee9,Aircel,9008866666
KOLKATA,58863258,,2021-03-17 16:34:55,9040e0876216a4388fbaac6c4772f1c9,RELIANCE,7303658515
Delhi,64492258,,2021-03-17 16:35:03,8e561e549e0771142946a9d415cdd30c,VODAFONE,9008866666
KOLKATA,58875253,,2021-03-17 16:35:26,7261802cdddc974cbae11a2958811e12,AIRTEL,7303658515
Punjab,58856695,,2021-03-17 16:35:33,9c81cb6c7d2fa6cfba2f55d582fc303a,HFCL,7303658515
KOLKATA,,,2021-03-17 16:35:41,7261802cdddc974cbae11a2958811e12,AIRTEL,7303658515
Delhi,64502181,,2021-03-17 16:35:43,26ea34e412af9eb021b5f6d6cc270d4d,VODAFONE,9008866666
Delhi,64502159,,2021-03-17 16:35:48,4c12fb328fedb814e6d21444315706d1,RELIANCE,9008866666
UP-W,64496061,,2021-03-17 16:35:59,d160b871bbe4382e31e547f578b54489,VODAFONE,9008866666
Delhi,58865398,,2021-03-17 16:36:07,32463a420fbbe076ac2f0ac17fee19d1,AIRTEL,7303658515
916232,,,2021-03-17 16:36:13,ae3e74b332f4df9203b739e1ca8221fd,TATA,7303658515
Punjab,58885317,,2021-03-17 16:36:37,7da6d38d5053229e6a18e223edbcd767,AIRTEL,7303658515
Rajasthan,58871573,,2021-03-17 16:36:45,132a5a5638d4444745b44f06e781b999,Idea,7303658515
Mumbai,58855926,,2021-03-17 16:36:45,a70dd1871453ab594f86ff952f7d4a03,ETISALAT,7303658515
TN,64460253,,2021-03-17 16:36:47,5bd86b7f383d10d2f5c82ba9134efa50,RELIANCE,9008866666
Karnataka,64487060,,2021-03-17 16:36:49,3279b995e4baf6cebea6308190814268,Airtel,9008866666
Delhi,,,2021-03-17 16:37:10,05526e91eb91887e2bf9486fd4804eeb,Aircel,9008866666
Delhi,64500282,,2021-03-17 16:37:10,c199353eeaf9dffd6604b79cb57760a6,VODAFONE,9008866666
Karnataka,64500454,,2021-03-17 16:37:24,12ecc485f27d2b8de1e83ff3d3c30179,AIRTEL,9008866666
Gujarat,64505094,,2021-03-17 16:37:28,dc10435a272154512113c2bc7f930e2f,Vodafone,9008866666
Delhi,64500784,,2021-03-17 16:37:31,d72bf455ea64ab73c1401a4bedd379c0,TATA,9008866666
Delhi,,,2021-03-17 16:37:35,05526e91eb91887e2bf9486fd4804eeb,Aircel,9008866666
DELHI,64494616,,2021-03-17 16:37:44,4ab8a30668464588a8a7b2cde560a315,RELIANCE,9008866666
KOLKATA,64498872,,2021-03-17 16:37:54,81d5260fd879d825f0a13ea698dee89b,VODAFONE,9008866666
KOLKATA,64502374,,2021-03-17 16:38:08,a6ab5f6ba3572d781f45e9ad55de4fc7,Airtel,9008866666
Delhi,,,2021-03-17 16:38:09,d38d56efedf8009369b87db0d06dfeb5,Reliance,9008866666
Gujarat,,,2021-03-17 16:38:42,18d822a6c2845f62ddef92f959ac06db,TATA,9008866666
Punjab,58899487,,2021-03-17 16:39:02,108cad693bab08c5179c919eecc06e58,AIRTEL,7303658515
DELHI,64504844,,2021-03-17 16:39:24,27b8b655593575d5c51d61e6ae8654f7,VODAFONE,9008866666
Delhi,58754118,,2021-03-17 16:39:37,e8c018ff760ecdbfd51708a4fb06b30a,AIRTEL,7303658515
Karnataka,64503927,,2021-03-17 16:39:40,50485e1a4ac2a42db1270d4970d279cb,Reliance,9008866666
UP-E,58908236,,2021-03-17 16:40:01,dfefcb814a9a50fa3bfaf8d87ba3e927,Uninor,7303658515
Maharashtra,58883398,,2021-03-17 16:40:07,0118c518b6a4427006db671ea0e0dc7e,VODAFONE,7303658515
Maharashtra,58748252,,2021-03-17 16:40:15,ba1440937ec463733544a30bffedc38a,VODAFONE,7303658515
Mumbai,64493603,,2021-03-17 16:40:26,43cda281b740c70d7eb04a8c14b5723a,IDEA,9008866666
AP,64502618,,2021-03-17 16:40:58,468f251501669a576538d0b8d8c2e924,AIRTEL,9008866666
Mumbai,64502903,,2021-03-17 16:41:05,c6dfd095964c27be6f9aea7f212dfa3d,RELIANCE,9008866666
Mumbai,58899813,,2021-03-17 16:41:05,f2ced9d4ba4861710a2372221ef3ff39,AIRTEL,7303658515
Punjab,58893863,,2021-03-17 16:41:16,664bd835fe6924058e8c75c683bf8623,RELIANCE,7303658515
UP-W,64486710,,2021-03-17 16:41:33,479ab29227a72212afd2df1abe9d055b,TATA,9008866666
KOLKATA,58856807,,2021-03-17 16:41:41,72181c82d8d8b0a2ca43da7a47027729,AIRTEL,7303658515
BIHAR,64506146,,2021-03-17 16:41:42,c0561b755c06272a1262ccfc9f363aa8,UNINOR,9008866666
UP-E,58738215,,2021-03-17 16:41:55,8a7720a8bf764c563a54a82913f641dd,UNINOR,7303658515
Mumbai,58849207,,2021-03-17 16:41:56,2e4ee6fa09c4f57abd1adacff0213775,Idea,7303658515
Maharashtra,,,2021-03-17 16:42:00,3e46e0eaa6aedc93416b3548aebee8c6,Idea,9008866666
Mumbai,58889395,,2021-03-17 16:42:08,a9c9dbf99f6366185a8c97e556688dcd,Airtel,7303658515
TN,64504100,,2021-03-17 16:42:12,86697749e1ab764eb6edce73d4cd2b0c,AIRTEL,9008866666
Gujarat,64501783,,2021-03-17 16:42:15,12d71c3c5b440158cfcd528cb838e1bc,AIRTEL,9008866666
Gujarat,,,2021-03-17 16:42:33,12d71c3c5b440158cfcd528cb838e1bc,AIRTEL,9008866666
KARNATAKA,64501110,,2021-03-17 16:42:39,3bdb2dfffe346363eb58ee2120740ff0,RELIANCE,9008866666
Maharashtra,58792147,,2021-03-17 16:42:42,506cca1f7100b65b1875d864a50abc36,Reliance,7303658515
Punjab,,,2021-03-17 16:42:49,108cad693bab08c5179c919eecc06e58,AIRTEL,7303658515
KOLKATA,58902665,,2021-03-17 16:42:49,8ab2b9a687c34a907943d37b701a853a,RELIANCE,7303658515
Mumbai,58864640,,2021-03-17 16:42:49,18eb142836b56d598b768f696fa0759b,AIRTEL,7303658515
UP-W,64499969,,2021-03-17 16:42:51,e1878f9e14aa44fb208dfe3351a13391,Reliance,9008866666
Mumbai,58834801,,2021-03-17 16:42:54,886bb20aec03a5b1726d9b20c00194dd,IDEA,7303658515
Mumbai,58899184,,2021-03-17 16:43:05,0bf1bb44b7ae3bc7fc679504b711f76e,Airtel,7303658515
Maharashtra,58902956,,2021-03-17 16:43:10,b76cf8aaf78e1ce2eac0a445a1afbe7d,IDEA,7303658515
Mumbai,58811234,,2021-03-17 16:43:54,b7b2aada12bbed8a7a02896256f70224,TATA,7303658515
Gujarat,64497483,,2021-03-17 16:44:11,2b2dcf5fd505c885add7261d40e43477,TATA,9008866666
UP-W,58838918,,2021-03-17 16:44:23,c102475371a4f7c5d93c1ae0ae24b472,AIRTEL,7303658515
Rajasthan,58918371,,2021-03-17 16:44:29,ed23f895aa3cb688a5e1910239cf56a4,Airtel,7303658515
Mumbai,,,2021-03-17 16:44:30,638d1bb5e4f65c7bd096d2b320712c19,VODAFONE,7303658515
UP-W,58875193,,2021-03-17 16:44:45,aa5e351482d0ffe3dbbf3a6abbd424f5,Videocon,7303658515
UP-W,,,2021-03-17 16:44:58,c102475371a4f7c5d93c1ae0ae24b472,AIRTEL,7303658515
Gujarat,64507541,,2021-03-17 16:45:30,763f85976ba0cc2b9ec2251d283c0b6d,IDEA,9008866666
Mumbai,58910180,,2021-03-17 16:45:40,2964bdc18545932be9506a7486aa5128,ETISALAT,7303658515
Maharashtra,,,2021-03-17 16:45:45,d80554b806978fde6f23ff7ecc691eeb,UNINOR,7303658515
Mumbai,58859245,,2021-03-17 16:45:53,38e0a27d89fc05db1ff3b0198b916c5a,Airtel,7303658515
TN,64503372,,2021-03-17 16:46:01,93b9879c5dd0570f697362ceb6327207,Videocon,9008866666
Mumbai,58920698,,2021-03-17 16:46:53,a96c408a59a5f376506d8c7fa425d788,RELIANCE,7303658515
UP-W,58905922,,2021-03-17 16:46:58,21ba56a33d4963e68e3cfb9707855eec,IDEA,7303658515
Delhi,,,2021-03-17 16:47:04,0a679b8e485698e6c44105948ceb8b04,IDEA,7303658515
Gujarat,,,2021-03-17 16:47:06,92c2219f6253f557bf5826caac3728d4,VODAFONE,9008866666
Mumbai,58874715,,2021-03-17 16:47:12,ed5b6faf2b5db7c6b7f047f956bc1d6e,UNINOR,7303658515
Punjab,58861241,,2021-03-17 16:47:16,721afe33863b275e13b580f2210b4196,TATA,7303658515
Delhi,64507013,,2021-03-17 16:47:31,96003a50dede1ecb433c14cb30c808ac,Reliance,9008866666
Mumbai,,,2021-03-17 16:47:43,c16832608fb210913b39a8fd948267ab,AIRCEL,9008866666
Maharashtra,64503950,,2021-03-17 16:47:46,dd747f16ac8254164eea25134aa9934e,Reliance,9008866666
Punjab,,,2021-03-17 16:48:03,d394c415c3a2dea555b590f76c35c2d1,RELIANCE,7303658515
KOLKATA,58913705,,2021-03-17 16:48:11,8cfd606ff540ca6f4c7aee4866099478,AIRTEL,7303658515
Mumbai,58908141,,2021-03-17 16:48:13,f5cc3b3a0344144be4e9122fa941ddaa,VODAFONE,7303658515
UP-E,64505850,,2021-03-17 16:48:20,8327bd796e41635720217c5d40ab6045,Reliance,9008866666
MAHARASHTRA,64496180,,2021-03-17 16:48:26,84382d0cb4de9bc6aeb073ef4613cdd2,RELIANCE,9008866666
UP-E,58915955,,2021-03-17 16:48:33,8327bd796e41635720217c5d40ab6045,Reliance,7303658515
916351,64502812,,2021-03-17 16:48:36,2314157830381934ce51d49684951b32,TATA,9008866666
Mumbai,58880031,,2021-03-17 16:48:45,647f3142ea0dcb33487be0a03412680d,RELIANCE,7303658515
916280,58894810,,2021-03-17 16:48:48,08d913cac6c5b4dd2cab3a6880da9756,TATA,7303658515
Mumbai,58873892,,2021-03-17 16:49:07,8a72becf02e5db3d705195cf33291b54,AIRTEL,7303658515
Maharashtra,58917882,,2021-03-17 16:49:23,620d8c2a80a283b4f45e1310553263cf,VODAFONE,7303658515
KOLKATA,58900798,,2021-03-17 16:49:23,ff8991184490b862a28c4ced0cfdd6ac,VODAFONE,7303658515
Mumbai,58884289,,2021-03-17 16:49:23,eddc248b3c13b1dfcc4833f989bf76b6,VODAFONE,7303658515
Mumbai,,,2021-03-17 16:49:32,647f3142ea0dcb33487be0a03412680d,RELIANCE,7303658515
916393,64508203,,2021-03-17 16:49:32,8af8de99ec1d66cf10673f71900a0f9f,TATA,9008866666
Rajasthan,64500163,,2021-03-17 16:49:32,647109dc15e5a372cb7d56f86d43ca5e,AIRTEL,9008866666
Gujarat,64505358,,2021-03-17 16:49:40,e0f086e50658f11d9b668917e181cb86,AIRTEL,9008866666
Delhi,64499170,,2021-03-17 16:49:53,c5b07181ea42311523863f4a021e304f,RELIANCE,9008866666
916353,,,2021-03-17 16:49:55,2aa2ceff2a2e66f8b41f231799217f3f,TATA,9008866666
916393,,,2021-03-17 16:50:03,8af8de99ec1d66cf10673f71900a0f9f,TATA,9008866666
Punjab,58925282,,2021-03-17 16:50:20,fa08c652197623a9b98691fc628caded,IDEA,7303658515
916352,64508841,,2021-03-17 16:50:37,13e5f368206a85cf01e29b9325b21177,TATA,9008866666
Gujarat,58862010,,2021-03-17 16:50:51,329e62522a2a2a7ef1f91848ff357374,AIRTEL,7303658515
GUJARAT,,,2021-03-17 16:50:51,4154bf14a003b1605ba9d1f9571a89aa,UNINOR,9008866666
Gujarat,64508263,,2021-03-17 16:51:01,c931d5964e82a77724b6d6a0937bd1fb,VODAFONE,9008866666
Gujarat,,,2021-03-17 16:51:05,329e62522a2a2a7ef1f91848ff357374,AIRTEL,7303658515
Delhi,58938852,,2021-03-17 16:51:20,689c234659a0e3bbaf468d6d3f2b4048,Aircel,7303658515
Delhi,,,2021-03-17 16:51:32,689c234659a0e3bbaf468d6d3f2b4048,Aircel,7303658515
Mumbai,64509853,,2021-03-17 16:51:37,e679c86b96e79e0e5cf63deda20a9426,RELIANCE,9008866666
TN,64504444,,2021-03-17 16:51:39,4242a4185385bfe410471c2312abc125,AIRCEL,9008866666
KOLKATA,64505424,,2021-03-17 16:51:41,1e112de5adb4026a92780f5a50d1ca0d,RTL,9008866666
KOLKATA,58890582,,2021-03-17 16:51:41,0e2b6520308305ebb1e09bdb5a9b99e6,VODAFONE,7303658515
Mumbai,58938001,,2021-03-17 16:51:47,06c0651d64d83f7ab08c5a60b4bdb828,VODAFONE,7303658515
Gujarat,64505819,,2021-03-17 16:51:53,4dda5503b60e3877c22c8ab76acb3364,IDEA,9008866666
Mumbai,,,2021-03-17 16:51:58,06c0651d64d83f7ab08c5a60b4bdb828,VODAFONE,7303658515
KOLKATA,58895357,,2021-03-17 16:52:13,1e112de5adb4026a92780f5a50d1ca0d,RTL,7303658515
Mumbai,58911729,,2021-03-17 16:52:35,2835afb83638ea79e46ba458404d397b,Reliance,7303658515
Gujarat,,,2021-03-17 16:52:35,5bb504c6313a5b6552489e3c8efb1b17,VODAFONE,9008866666
Delhi,,,2021-03-17 16:52:42,8bef3269b8eac537c027bebd2201d79a,VODAFONE,7303658515
KARNATAKA,,,2021-03-17 16:52:45,31aebb141a2836bc6c8d6aa82173cb0c,AIRCEL,9008866666
Chennai,64509501,,2021-03-17 16:53:02,a7c40b9057b7e7c7a126e676b4959373,AIRTEL,9008866666
KOLKATA,64498540,,2021-03-17 16:53:09,0e2b6520308305ebb1e09bdb5a9b99e6,VODAFONE,9008866666
Gujarat,,,2021-03-17 16:53:30,5bb504c6313a5b6552489e3c8efb1b17,VODAFONE,9008866666
Gujarat,64495134,,2021-03-17 16:53:42,9c3e303143dbfabcd41f92742e5a8805,VODAFONE,9008866666
MUMBAI,58929100,,2021-03-17 16:54:17,614ef8a43a0b91c84999d520636f2b41,RELIANCE,7303658515
Delhi,58894728,,2021-03-17 16:54:20,dd603ad5f898fbb4e92ebcee88ed1a14,Reliance,7303658515
Delhi,64498600,,2021-03-17 16:54:28,d48dc028ea46164667ccfc390a145b76,IDEA,9008866666
Gujarat,64510421,,2021-03-17 16:54:38,64c0c78c42c1967dc086eaff8f0f11ba,VODAFONE,9008866666
Delhi,64492604,,2021-03-17 16:54:53,002cd34d58bbe10e08bccbf094f7f353,Reliance,9008866666
Mumbai,58887508,,2021-03-17 16:55:00,ac002d6aa1c1b96b60c3f94504354bdc,VODAFONE,7303658515
Maharashtra,58938471,,2021-03-17 16:56:07,ca91fa79a416c5af9983f43ef053417e,AIRTEL,7303658515
Delhi,64510433,,2021-03-17 16:56:15,ad8a0e3615ced63a337a6d59ac25838f,Aircel,9008866666
Punjab,58883198,,2021-03-17 16:56:21,78034d2601590830adf4e864f38f895b,TATA,7303658515
WB,58899065,,2021-03-17 16:56:21,fffbbbe20bf90c9ffffc55a0d3c6d357,TATA,7303658515
TN,64506304,,2021-03-17 16:56:39,af6265a23bd4d4895e819a74fc6a9418,AIRTEL,9008866666
AP,64502532,,2021-03-17 16:56:41,4475dfdf58bcdaa2fd0f6138b0fa6a35,RELIANCE,9008866666
Mumbai,64501553,,2021-03-17 16:56:46,d162979077cc245901360e53bae08c05,Reliance,9008866666
Karnataka,64495273,,2021-03-17 16:56:50,2a6b0c9e253d38f91d6eb5eb97b582dc,TATA,9008866666
Mumbai,,,2021-03-17 16:56:53,65a50a9d14b4857f804657222f2d1b14,TATA,7303658515
Assam,58928212,,2021-03-17 16:57:22,8f855d2f0bb3b1ce6850455c9ea93a8b,AIRTEL,7303658515
Mumbai,64496311,,2021-03-17 16:57:30,cf399e701ba892d2df87017233b32174,VODAFONE,9008866666
Orissa,,,2021-03-17 16:57:38,629b86322804c93e31e6c15da8aa3203,Airtel,9008866666
Gujarat,64510876,,2021-03-17 16:58:17,34f6aab5311223f443dd98c31b3f97fa,Airtel,9008866666
Mumbai,64512330,,2021-03-17 16:58:37,f4d9c94bcc19c1efdaec3743a5a88d9b,Reliance,9008866666
Karnataka,64506863,,2021-03-17 16:58:38,049c59b98efa111233a1d05fb9cfa635,AIRTEL,9008866666
Maharashtra,64508515,,2021-03-17 16:58:40,7a3a1d1ab1b5a1819145573ec80e3b94,VODAFONE,9008866666
Orissa,58909929,,2021-03-17 16:58:55,9df01533fe9d7137d2524fa258fb908f,VODAFONE,7303658515
Delhi,64510290,,2021-03-17 16:59:16,53c59777629fbfd00927aebff9d89797,Reliance,9008866666
UP-E,,,2021-03-17 16:59:37,9d4f5ad360d767b0c4c7cc93d447b2ba,IDEA,7303658515
TN,,,2021-03-17 17:00:11,305f2cd35b9407ad24ca1f842a82ec67,Videocon,9008866666
Delhi,58938104,,2021-03-17 17:00:11,53c59777629fbfd00927aebff9d89797,Reliance,7303658515
Delhi,64499111,,2021-03-17 17:00:20,1302fc6d52ee9df97e48a4636aa6626e,VODAFONE,9008866666
UP-E,,,2021-03-17 17:00:46,9d4f5ad360d767b0c4c7cc93d447b2ba,IDEA,7303658515
UP-E,58940838,,2021-03-17 17:01:10,1f4ba302ebe5e47d1bbda0b606f8d0fc,AIRTEL,7303658515
Maharashtra,58839132,,2021-03-17 17:01:30,4423d7937b71e6ded9475750736627f3,Idea,7303658515
Delhi,64510773,,2021-03-17 17:01:47,c02644744eae4618aa0a138699243479,AIRTEL,9008866666
DELHI,64512717,,2021-03-17 17:02:02,7d47c4331d427b09ffbada0c03611c97,AIRTEL,9008866666
Gujarat,64498957,,2021-03-17 17:02:07,f4290828125b7e166140c9bd2175b94f,UNINOR,9008866666
UP-W,58875484,,2021-03-17 17:02:10,de8a68604d75abc538898cf7d2e7298a,VODAFONE,7303658515
916356,64506958,,2021-03-17 17:02:50,d3c17c30ed9059985fd75cf4a4baa324,TATA,9008866666
Delhi,58861072,,2021-03-17 17:03:03,c02644744eae4618aa0a138699243479,AIRTEL,7303658515
DELHI,58908912,,2021-03-17 17:03:06,7d47c4331d427b09ffbada0c03611c97,AIRTEL,7303658515
UP-W,58899123,,2021-03-17 17:03:16,883a25d842912a143048064dc7168e16,UNINOR,7303658515
Delhi,58879587,,2021-03-17 17:03:21,a39fb782218becb10f423153e5e5be93,VODAFONE,7303658515
